product name,brand,price,number of colors/scent,rating
'Jewel Collection Eyeshadow Palette in Deluxe','Makeup Revolution',$15.00,0,4.60
'Reloaded Palette','Makeup Revolution',$7.00,9,4.20
'Yes, Please! Pressed Powder Eyeshadow Palette','ColourPop',$16.00,0,4.60
'Tarteist PRO Amazonian Clay Palette','Tarte',$49.00,0,4.60
'Online Only Golden Gatsby Eyeshadow Palette','LASplash Cosmetics',$28.00,0,4.30
'Online Only 35OS Nature Glow Shimmer Eyeshadow Palette','Morphe',$24.00,0,4.80
'Online Only 35W Warm It Up Eyeshadow Palette','Morphe',$24.00,0,3.80
'Morphe x Jaclyn Hill The Vault Armed &amp; Gorgeous Eyeshadow Palette','Morphe',$15.00,0,3.80
'Large Z Palette','ULTA',$10.00,0,4.50
'The Saharan II Eyeshadow Palette','Juvia's Place',$20.00,0,4.80
'Take Me Back To Brazil: Rio Edition - 35 Color Shadow Palette','BH Cosmetics',$20.00,0,4.00
'Opalescent - 24 Color Shadow Palette','BH Cosmetics',$24.00,0,4.50
'Dream St. Kathleen Lights Eyeshadow Palette','ColourPop',$16.00,0,4.80
'Online Only The Tribe Eyeshadow Palette','Juvia's Place',$20.00,0,5.00
'Morphe x Jaclyn Hill The Vault Dark Magic Eyeshadow Palette','Morphe',$15.00,0,3.40
'On the Run Mini Palette - Shortcut','Urban Decay Cosmetics',$25.00,0,4.60
'Online Only 35T Dope Taupe Eyeshadow Palette','Morphe',$24.00,0,4.20
'Cover Shot Eyeshadow Palette Crystalized','Smashbox',$29.00,0,3.50
'Donut Eyeshadow Palette','I Heart Revolution',$7.00,5,4.20
'The Douce Eyeshadow Palette','Juvia's Place',$20.00,0,4.90
'Leave Your Mark Eyeshadow Palette','Tarte',$30.00,0,4.50
'Aurora Lights - 18 Color Baked Eyeshadow Palette','BH Cosmetics',$21.00,0,4.80
'MAC Girls Risk Taker','MAC',$24.60,0,3.30
'Zodiac Love Signs - 25 Color Eyeshadow &amp; Highlighter Palette','BH Cosmetics',$27.00,0,4.70
'Complete Eye Palette','ULTA',$12.00,8,4.20
'Storybook Cosmetics x Mean Girls Burn Book Storybook Palette','Storybook Cosmetics',$55.00,0,4.20
'On the Run Mini Palette - Bailout','Urban Decay Cosmetics',$25.00,0,4.80
'9C Jewel Crew Eyeshadow Palette','Morphe',$12.00,0,4.00
'Jumbo Eye Pencil','NYX Professional Makeup',$4.50,12,4.20
'Sylvia Gani - 22 Color Shadow Palette','BH Cosmetics',$24.00,0,4.60
'Flawless On The Fly Color Collection','Tarte',$19.00,0,4.40
'Online Only Identity Eyeshadow Palette','Pérsona',$32.00,0,4.70
'Proof It Eyeshadow Primer Transparent','NYX Professional Makeup',$7.00,0,4.20
'ItsMyRayeRaye - 15 Color Shadow Palette','BH Cosmetics',$17.50,0,5.00
'Wizardry and Witchcraft Eyeshadow Storybook Palette','Storybook Cosmetics',$55.00,0,4.80
'Glitter Cream Eyeshadow','ULTA',$8.50,6,3.80
'Photo Edit Eyeshadow Trio','Smashbox',$22.00,16,4.20
'Matte Cream Eye Shadow','ULTA',$8.50,6,4.50
'Naturally Pretty Vol 1 Matte Luxe Transforming Eyeshadow Palette','It Cosmetics',$42.00,0,4.40
'Glitter Goals Cream Pro Palette','NYX Professional Makeup',$25.00,0,3.30
'Little White Lies Liquid Eyeshadow','Stila',$24.00,6,4.30
'Gen Nude Eyeshadow + Primer','BareMinerals',$20.00,8,4.50
'Chubby Stick Shadow Tint for Eyes','Clinique',$18.50,6,4.40
'Shimmer &amp; Shade Eyeshadow Palette','FLOWER Beauty',$16.99,3,4.50
'Metallic Cream Eye Shadow','ULTA',$8.50,6,4.40
'Jewel Collection Eyeshadow Palette in Gilded','Makeup Revolution',$15.00,0,4.80
'Watercolor Wanderlust 12 Piece Eyeshadow Palette','ULTA',$20.00,0,3.70
'Metal Shock Eyeshadow','Essence',$2.50,2,4.80
'Love in London - 16 Color Shadow Palette','BH Cosmetics',$16.00,0,4.30
'Fortune Favors the Brave Ultra 30 Eyeshadow Palette','Makeup Revolution',$9.00,0,3.70
'Online Only Warrior II Eyeshadow Palette','Juvia's Place',$20.00,0,5.00
'MAC Girls Qween Supreme','MAC',$24.60,0,4.00
'25A Copper Spice Eyeshadow Palette','Morphe',$19.00,0,4.70
'Nudes Beauty Brick Eyeshadow Palette','L.A. Girl',$7.99,0,4.00
'Voyageur Eyeshadow Palette Nectar','NARS',$32.00,0,2.30
'Cover Shot Eye Palette Punked','Smashbox',$29.00,0,4.80
'Marvelous Mauves Eyeshadow Palette','Dose Of Colors',$32.00,0,4.40
'All About Shadow Quad','Clinique',$30.50,6,4.50
'Gen Nude Copper Eyeshadow Palette','BareMinerals',$29.00,0,4.60
'Art Library Palette: Nude Model','MAC',$48.00,0,3.70
'Online Only Signature Eyeshadow Set - Radiant Eyes','Ofra Cosmetics',$18.75,0,4.70
'Cover Shot Eyeshadow Palette Minimalist','Smashbox',$29.00,0,4.40
'Empty Customizable Eyeshadow Palette','Buxom',$13.00,0,4.70
'9G Oh My Gorg Artistry Palette','Morphe',$12.00,0,3.20
'Sugar Rush - Sweet Slice Eye &amp; Cheek Palette','Tarte',$25.00,0,3.80
'Crystalized Always On Liquid Eyeshadow','Smashbox',$24.00,6,3.60
'Zodiac 25 Color Eyeshadow &amp; Highlighter Palette','BH Cosmetics',$27.00,0,4.70
'9N About Last Night Artistry Palette','Morphe',$12.00,0,4.40
'Pretty Cool Eyeshadow Palette','Dose Of Colors',$32.00,0,4.80
'Yes, Eye Can Eyeshadow Palette','Essence',$14.99,0,4.30
'PRO Palette 4','LORAC',$44.00,0,4.80
'Soph x Revolution Extra Spice Eyeshadow Palette','Makeup Revolution',$15.00,0,4.40
'Tartelette Tease Clay Eyeshadow Palette','Tarte',$19.00,0,4.50
'9I So Iconic Artistry Palette','Morphe',$12.00,0,3.30
'Neutral Grey All About Shadow 8-Pan Palette','Clinique',$38.00,0,4.50
'On the Run Mini Palette - Detour','Urban Decay Cosmetics',$25.00,0,4.80
'Glitter Goals Liquid Eyeshadow','NYX Professional Makeup',$8.00,8,4.20
'Chrome Paint Shadow Pot','Tarte',$22.00,8,4.60
'Online Only Pris-Metal Chrome Eye Mousse','J.Cat Beauty',$5.99,18,4.30
'Magnetic Luminous Eye Color','NUDESTIX',$26.00,12,4.30
'Online Only Metallist Liquid Foil &amp; Glitter Shadow Duo','Touch In Sol',$25.00,9,3.80
'Cover Shot Eye Palette Matte','Smashbox',$29.00,0,4.40
'Revolution x The Emily Edit - The Needs Face &amp; Eye Palette','Makeup Revolution',$15.00,0,4.20
'Naked Chocolate Palette','Makeup Revolution',$15.00,0,4.10
'Naturally Pretty Essentials Matte Luxe Transforming Eyeshadow Palette','It Cosmetics',$28.00,0,4.50
'Online Only 35R Ready, Set, Gold Eyeshadow Palette','Morphe',$24.00,0,4.60
'Glimmer Eyeshadow','BareMinerals',$15.00,5,4.70
'Color Design Sensational Effects Eyeshadow','Lancôme',$10.97 - $22.00,12,4.70
'Metallist Liquid Topper Trio #1 Romantic Rose Look','Touch In Sol',$25.00,0,5.00
'All About Shadow Single','Clinique',$17.50,6,4.60
'Online Only 10th Birthday Palette','Lime Crime',$44.00,0,3.80
'Ash Ultimate Shadow Palette','NYX Professional Makeup',$18.00,0,4.00
'Superhero Eye Transforming Anti-Aging Super Palette','It Cosmetics',$42.00,0,4.40
'Orb of Light - Full Moon Matte Eyeshadow Palette','Black Moon Cosmetics',$48.00,0,5.00
'The Nudist Eyeshadow Palette','L.A. Girl',$10.99,0,5.00
'Naked Petite Heat Eyeshadow Palette','Urban Decay Cosmetics',$29.00,0,4.60
'Flawless 3 Resurrection Palette','Makeup Revolution',$9.00,0,4.20
'Naturally Pretty Eyeshadow Trio','It Cosmetics',$24.00,5,4.50
'Luxe Finishes Eyeshadow Palette - The Warms','Laura Geller',$9.50,0,2.00
'Baked Eyeshadow Trio','ULTA',$10.00,5,4.00
'Galaxy Chic Baked Eyeshadow Palette','BH Cosmetics',$21.00,0,4.70
'Rebel Rose Color Icon Eyeshadow Quads','Wet n Wild',$4.99,2,4.00
'Glitterbaby Metallic-Shift Eyeshadow','SMITH & CULT',$24.00,12,4.30
'Ultimate Multi-Finish Shadow Palette','NYX Professional Makeup',$18.00,2,4.00
'Sugar Rush - &#39;Keep Calm, Sunnies On Eyeshadow Palette','Tarte',$25.00,0,4.50
'Hot Singles Eyeshadow','NYX Professional Makeup',$4.50,10,4.30
'Smashbox + Vlada Cover Shot: Petal Metal Eyeshadow Palette','Smashbox',$29.00,0,4.70
'Flawless Ultra 32 Eyeshadow Palette','Makeup Revolution',$9.00,0,4.20
'Gen Nude Latte Eyeshadow Palette','BareMinerals',$29.00,0,4.50
'Magnetic Matte Eye Color','NUDESTIX',$26.00,10,4.00
'Ultimate Edit Petite Shadow Palette - Brights','NYX Professional Makeup',$7.00,0,3.50
'Glitter Eye Top Coat','ULTA',$9.00,8,3.20
'Lustrous Foil Eye Shadow','ULTA',$10.00,6,4.00
'Online Only Loose Pigment Palette','ICONIC LONDON',$58.00,0,5.00
'Voyageur Eyeshadow Palette Suede','NARS',$32.00,0,5.00
'PRO Palette 3','LORAC',$44.00,0,4.30
'Online Only Iconic New York Bowery Eyeshadow Trio','Laura Geller',$7.50,0,4.60
'L.A. Cover Shot Eyeshadow Palette','Smashbox',$45.00,0,4.20
'Eyeshadow X 9 - Dusky Rose','MAC',$32.00,0,3.30
'Moondust Eyeshadow Palette','Urban Decay Cosmetics',$49.00,0,4.50
'Prismatic Eyeshadow','NYX Professional Makeup',$5.00,12,4.40
'Soph x Revolution Ultra 24 Eyeshadow Palette','Makeup Revolution',$15.00,0,4.30
'Ombre Hypnôse Stylo Shadow Stick Matte Metallics','Lancôme',$25.00,13,4.90
'Venus XS: Solid Gold Pressed Powder Palette','Lime Crime',$20.00,0,3.90
'Online Only Little Twin Stars Collection','SUGARPILL',$48.00,0,5.00
'Rose Gold Eyeshadow Palette - Sunset','e.l.f. Cosmetics',$10.00,0,4.50
'Get Feverish Eyeshadow Palette','L.A. Girl',$10.99,0,5.00
'Warrior Glitter Shadow','FLOWER Beauty',$10.99,6,4.50
'3B Pure Nude Eyeshadow Palette','Morphe',$6.00,0,4.70
'Color Design Eyeshadow Palette','Lancôme',$50.00,4,4.40
'Eyeshadow X 9 - Burgundy Times Nine','MAC',$32.00,0,3.90
'Paradise Desert Eyeshadow Palette','Catrice',$7.50,0,2.50
'Glazen Eye Gloss','Butter London',$24.00,8,4.30
'Online Only Gloomy Days Perfect Filter Shadow Palette','NYX Professional Makeup',$20.00,0,4.40
'Rose Gold Glow Mini Chocolate Palette','I Heart Revolution',$7.00,0,5.00
'Dazzleshadow Liquid','MAC',$22.00,10,4.40
'Naturally Pretty Romantics','It Cosmetics',$42.00,0,4.40
'Dazzleshadow','MAC',$19.00,12,4.50
'Tarteist Metallic Shadow','Tarte',$14.00,22,4.70
'Soda Pop Eyeshadow Palette','Maybelline',$13.99,0,4.60
'Rose Gold Mini Chocolate Eyeshadow Palette','I Heart Revolution',$7.00,0,3.30
'Eye Enhancers 3 Kit Shadows','CoverGirl',$5.99,3,4.10
'Vivid Brights Crème Color','NYX Professional Makeup',$10.00,12,3.50
'PRO Matte Palette','LORAC',$28.00,0,4.60
'Pro HD Amplified Get Baked Face Palette','Makeup Revolution',$20.00,0,4.80
'Nudies All Over Face Color - Glow','NUDESTIX',$32.00,3,3.60
'Cover Shot Eyeshadow Palette Petal Metal','Smashbox',$29.00,0,4.90
'Mermaids Forever 32 Piece Eyeshadow Palette','Makeup Revolution',$15.00,0,3.40
'Eyeshadow X 9 - Amber Times Nine','MAC',$32.00,0,4.00
'Baked Browns Eyeshadow Palette','Dose Of Colors',$32.00,0,4.20
'Color Icon Eyeshadow 10 Pan Palette','Wet n Wild',$5.29,4,4.40
'Eyes Are The Window Eyeshadow Palette','Stila',$49.00,2,4.30
'Dose Of Colors x iluvsarahii Eyeshadow Palette','Dose Of Colors',$35.00,0,4.00
'Online Only Pink Lemonade Pocket Candy Pressed Powder Palette','Lime Crime',$17.00,0,3.60
'Pigments','NYX Professional Makeup',$5.00,24,4.60
'Bare With Flair Eye Shadow Duo','Stila',$20.00,3,3.40
'Lacquered Lids 3 Piece Eyeshadow Gloss Kit','ULTA',$16.00,0,4.30
'Golden Bar Palette','I Heart Revolution',$15.00,0,4.50
'Sheer Wisdom Serum Shadow','Butter London',$24.00,6,4.50
'Extra Dimension Eyeshadow','MAC',$20.00,9,4.40
'Metallist Liquid Topper Trio #2 Minette Look','Touch In Sol',$25.00,0,NA
'Velvet Foil Cream Shadow','Almay',$7.99,6,4.10
'Murumuru Butter Eyeshadow Palette','Physicians Formula',$17.99,2,3.60
'Away We Glow Shadow Palette','NYX Professional Makeup',$22.00,2,3.30
'Art Library Palette: Flame-Boyant','MAC',$48.00,0,4.50
'The City Mini Palette Matte About Town','Maybelline',$9.99,0,4.20
'Online Only No BS / Eyeshadow Palette','PYT Beauty',$20.80,0,4.90
'Sippin&#39; Pretty Eye Set','Tarte',$22.00,0,4.50
'Glitter Goals Cream Quad Palette','NYX Professional Makeup',$12.00,3,3.90
'Blushing Berries Eyeshadow Palette','Dose Of Colors',$32.00,0,4.80
'Online Only On the Prowl Tarteist PRO Magnetic Palette','Tarte',$10.00,0,4.80
'Online Only 4-Pan Customizable Eyeshadow Palette','ULTA',$4.00,0,2.70
'Warrior of the Night Eyeshadow Palette','Catrice',$7.50,0,3.60
'Fresh Nude Collection Eyeshadow Palette','Catrice',$8.99,0,4.60
'Ultimate Edit Petite Shadow Palette - Warm Neutrals','NYX Professional Makeup',$7.00,0,2.70
'Rose Gold Chocolate Bar Eyeshadow Palette','I Heart Revolution',$15.00,0,4.50
'Unzipped Eyeshadow Palette Brazen','LORAC',$25.00,0,4.40
'Block Party Single Eyeshadow','Dose Of Colors',$20.00,11,2.90
'Megalast Liquid Catsuit Liquid Eyeshadow','Wet n Wild',$4.99,6,3.40
'ColorStay Crème Eyeshadow','Revlon',$8.49,12,4.20
'Lemonade Craze Eyeshadow Palette','Maybelline',$13.99,0,3.50
'Love Stoned Natural Mineral Face Palette','Pacifica',$21.00,0,5.00
'Neutral Pink All About Shadow 8-Pan Palette','Clinique',$38.00,0,3.90
'Flawless 4 Eyeshadow Palette','Makeup Revolution',$9.00,0,4.10
'Unzipped Eyeshadow Palette Elegance','LORAC',$25.00,0,4.40
'Pro HD Amplified 35 Palette','Makeup Revolution',$20.00,2,3.90
'Online Only Bubblegum Pocket Candy Pressed Powder Palette','Lime Crime',$17.00,0,4.20
'The Matte Bar Eyeshadow Palette','Maybelline',$11.99,0,4.60
'Colour Festival - 20 Color Shadow Palette','BH Cosmetics',$20.00,0,5.00
'Online Only OFRA x Francesca Tolot Infinite Eyeshadow Palette','Ofra Cosmetics',$49.00,0,4.90
'Eyeshadow Compact','Stila',$18.00,0,4.60
'Melted Chrome Eyeshadow','Essence',$4.99,6,5.00
'Unzipped GOLD Eyeshadow Palette','LORAC',$42.00,0,4.60
'Never Give Up Your Daydream Eyeshadow Palette','Essence',$5.99,0,3.40
'The City Mini Palette Chill Brunch Neutrals','Maybelline',$9.99,0,3.90
'Online Only Smooth &amp; Set Eye Powder','e.l.f. Cosmetics',$4.00,0,3.90
'Art Couleurs Eyeshadow','Catrice',$3.00,3,4.80
'Waterproof Crème Color','Anastasia Beverly Hills',$18.00,0,4.00
'The 24K Nudes Eyeshadow Palette','Maybelline',$11.99,0,3.90
'Pop Fanatic Eyeshadow','FLOWER Beauty',$8.99,6,4.40
'Eye Got This Eyeshadow Palette','Essence',$14.99,0,4.00
'Cover Shot Eyeshadow Palette Prism','Smashbox',$29.00,0,4.70
'The City Mini Palette Rooftop Bronzes','Maybelline',$9.99,0,4.70
'Nude Rose Gold Eyeshadow Palette','e.l.f. Cosmetics',$10.00,0,3.90
'ColorStay Looks Book Eyeshadow Palette','Revlon',$9.99,4,4.00
'Lid Pop','Clinique',$18.50,7,4.30
'ColorStay 16 Hour Eyeshadow','Revlon',$8.49,3,4.10
'Sassy Siennas Eyeshadow Palette','Dose Of Colors',$32.00,0,4.70
'Supernova 18 Color Baked Eyeshadow Palette','BH Cosmetics',$21.00,0,4.70
'Wanderlust Eyeshadow Palette','L.A. Girl',$10.99,0,3.80
'The City Mini Eyeshadow Palette Diamond District','Maybelline',$9.99,0,4.00
'Chocolate Orange Eyeshadow Palette','I Heart Revolution',$15.00,0,5.00
'Cover Shot Eyeshadow Palette Ultra Violet','Smashbox',$29.00,0,2.80
'Online Only Chrome Flash Eye Pot','ICONIC LONDON',$24.00,5,3.00
'Glazen Smooth Silk Eyeshadow Palette','Butter London',$36.00,0,3.80
'Fleshpot Eye &amp; Cheek Gloss','Flesh',$20.00,0,3.50
'Elixir Chocolate Eyeshadow Palette','I Heart Revolution',$15.00,0,4.60
'Love You So Mochi Sleek and Chic Eyeshadow Palette','NYX Professional Makeup',$20.00,0,4.30
'The Healthy Eyeshadow','Physicians Formula',$8.49,5,4.50
'MAC Girls Basic B*','MAC',$41.00,0,4.10
'Online Only Eyeshadow Mono','Sleek MakeUP',$5.00,12,5.00
'Online Only Naturally Matte Eyeshadow Kit','jane iredale',$59.00,0,5.00
'Online Only Eye Shadow Palette with 3 Shades','Burt's Bees',$7.79,4,4.10
'Online Only Color Theory Eye Kit Copper','Pérsona',$38.00,0,4.90
'Unzipped Eyeshadow Palette Unfiltered','LORAC',$25.00,0,2.30
'Ultimate Edit Petite Shadow Palette - Phoenix','NYX Professional Makeup',$7.00,0,3.50
'Online Only Vanity Goddess Chromatic Pigment','J.Cat Beauty',$6.00,16,5.00
'Shadow Squad','Almay',$6.99,11,4.00
'Bronze Goddess Goddess Glow Eyeshadow Palette','Estée Lauder',$39.00,0,4.40
'Love You So Mochi Electric Pastels Eyeshadow Palette','NYX Professional Makeup',$20.00,0,3.80
'Spice Up Your Life Eyeshadow Palette','Essence',$9.99,0,4.40
'Matte &#39;N Metal Eye Shadow Palette','Stila',$49.00,0,4.40
'Iconic New York Collection - Uptown Chic Eye Shadows','Laura Geller',$21.00,0,4.10
'Pink Nudes Mineral Eyeshadows','Pacifica',$18.00,0,4.30
'Online Only Color Theory Eye Kit Pink','Pérsona',$38.00,0,4.70
'Dream Fever Super Shock Shadow Foursome','ColourPop',$18.00,0,4.90
'24K Chocolate Bar Palette','Makeup Revolution',$15.00,0,3.80
'Illuminance Creme Shadow','Revlon',$7.99,2,3.90
'Shine Bright PRO Eyeshadow Palette','LORAC',$49.00,0,4.50
'Ultimate Edit Petite Shadow Palette - Ash','NYX Professional Makeup',$7.00,0,3.00
'Moonflower Otherwordly Eyeshadow Palette','Pacifica',$18.00,0,4.00
'Wanderlust Eyeshadow Palette','FLOWER Beauty',$10.99,3,4.30
'Pure Color Envy Shadow Paint','Estée Lauder',$26.00,6,4.80
'Solar Flare - 18 Color Baked Eyeshadow Palette','BH Cosmetics',$21.00,0,4.70
'Surreal Dream Eyeshadow Palette','L.A. Girl',$10.99,0,5.00
'Cover Shot Eye Palette Golden Hour','Smashbox',$29.00,0,4.30
'Online Only Long Hot Summer Eyeshadow Palette','NARS',$39.00,0,3.80
'Double Duty Beauty Don&#39;t Quit Your Day Dream Eyeshadow Palette','Tarte',$30.00,0,4.60
'Shaaanxo The Remix- 18 Color Shadow Palette','BH Cosmetics',$19.00,0,4.80
'Tarteist PRO To Go Amazonian Clay Palette','Tarte',$19.00,0,4.60
'Nudes Chocolate Mini Eyeshadow Palette','I Heart Revolution',$7.00,0,4.00
'Foil Play Cream Eyeshadow','NYX Professional Makeup',$6.00,6,3.80
'Out Of The Blue Eyeshadow Palette','PÜR',$32.00,0,3.10
'Infallible Galaxy Lumiere Holographic Eyeshadow','L'Oréal',$12.99,3,3.50
'Eyeshadow X 9 - Semi-Sweet','MAC',$32.00,0,4.00
'Online Only Smudge Pot Cream Eyeshadow','e.l.f. Cosmetics',$3.00,2,4.10
'Glazen Smooth Silk Eyeshadow Palette - Mauves','Butter London',$36.00,0,3.80
'The Burgundy Palette Kyshadow','KYLIE COSMETICS',$42.00,0,3.30
'I Love Colour Intensifying Eyeshadow Base','Essence',$3.49,0,4.30
'Online Only Coffee Eyeshadow Palette','Winky Lux',$15.00,0,5.00
'My Must Haves Eyeshadow Single','Essence',$1.99,12,3.70
'Glimpse Eyeshadow','BareMinerals',$15.00,2,4.60
'Mint Chocolate Mini Eyeshadow Palette','I Heart Revolution',$7.00,0,5.00
'Iconic New York Collection - Mini Uptown Chic Eyeshadow Palette','Laura Geller',$7.50,0,3.70
'Glitter Effect Palette','I Heart Revolution',$15.00,3,3.30
'The Modern Matt Eyeshadow Palette','Catrice',$7.99,0,4.00
'Luxe Finishes Eyeshadow Palette - The Cools','Laura Geller',$9.50,0,1.70
'MegaJelly Eyeshadow','Wet n Wild',$4.99,7,3.80
'Everyday Eyes Matte Eyeshadow Collection','Milani',$10.99,2,4.30
'Chromatic Bronze Loose Pigments','L'Oréal',$11.99,2,4.60
'Super Shock Pigment','ColourPop',$4.00,3,3.80
'Eye Flirt Eyeshadow Palette','Essence',$14.99,0,2.00
'Mad for Matte Eyeshadow Palette Nude Mood','e.l.f. Cosmetics',$10.00,0,4.50
'Color Icon Eyeshadow Quad','Wet n Wild',$2.99 - $3.29,6,4.30
'Online Only Stylo Eyeshadow Pen','Catrice',$5.99,6,4.50
'Iconic New York Collection - Downtown Cool Eyeshadows','Laura Geller',$21.00,0,4.10
'Mint Chocolate Eyeshadow Palette','I Heart Revolution',$15.00,0,3.90
'Online Only Matte Shadow, Brow &amp; Liner Palette','e.l.f. Cosmetics',$12.00,0,4.50
'Precious Pigments Loose Eyeshadow','Catrice',$3.00,4,3.50
'Online Only Precious Metals Eyeshadow','BareMinerals',$17.00,3,4.80
'The Burgundy Bar Eyeshadow Palette','Maybelline',$11.99,0,4.00
'Single Eyeshadow','NARS',$19.00,2,3.70
'MAC Girls Mischief Minx','MAC',$41.00,0,4.60
'The Blue Honey Palette Kyshadow','KYLIE COSMETICS',$42.00,0,3.70
'PhotoReady Eye Art','Revlon',$9.99,6,3.70
'Online Only Free Spirit Palette','Ofra Cosmetics',$59.00,0,4.50
'Shimmer Down Pigment','NYX Professional Makeup',$6.50,6,4.70
'Shape Your Money Maker Eye &amp; Cheek Palette','Tarte',$32.00,0,4.40
'Infallible Paints Eyeshadow Metallics','L'Oréal',$8.99,4,4.20
'Cover Shot Eye Palette Ablaze','Smashbox',$29.00,0,4.60
'Be-You-Tiful Eyeshadow Palette','Essence',$5.99,0,5.00
'Online Only Santa Monica 24 Shade Eyeshadow Palette','J.Cat Beauty',$17.99,0,4.10
'HD Pro Primer Eyeshadow Stick','L.A. Girl',$3.99,2,3.90
'Smudge Pot','Stila',$20.00,0,4.20
'Ignited Eyeshadow Palette','NARS',$59.00,0,NA
'Mad for Matte Eyeshadow Palette Summer Breeze','e.l.f. Cosmetics',$10.00,0,4.60
'Volcano Goddess Eyeshadow Palette','BECCA',$46.00,0,3.50
'Vivid &amp; Vibrant Eyeshadow Duo','Stila',$20.00,3,4.20
'Eye Lux Eyeshadow','L.A. Girl',$5.99,6,4.40
'Ochre Matte Color Design Sensational Effects Eyeshadow Collection','Lancôme',$22.00,12,4.30
'Online Only Daytime Eyeshadow Kit','jane iredale',$59.00,0,NA
'Crystal Aura Collection Putty Powder Eye Beam','Revlon',$8.99,2,3.80
'Game Of Cones Eyeshadow Palette','Beauty Bakerie',$38.00,0,4.00
'MegaLast Liquid Catsuit Crème Eyeshadow','Wet n Wild',$4.99,4,5.00
'Online Only Beverly Hills 90210 24 Shade Eyeshadow Palette','J.Cat Beauty',$17.99,0,3.30
'The Purple Palette Kyshadow','KYLIE COSMETICS',$42.00,0,2.80
'Southampton Classic Face Palette','Laura Geller',$16.00,0,3.60
'The Ultimate Chrome Collection Eyeshadow Palette','Catrice',$8.99,0,4.40
'Iconic New York Collection - Mini Downtown Cool Eyeshadow Palette','Laura Geller',$7.50,0,4.00
'Online Only Smoky Beauty Brick Eyeshadow Palette','L.A. Girl',$7.99,0,4.00
'MegaLast Liquid Catsuit Shimmer Eyeshadow','Wet n Wild',$4.99,0,5.00
'Mad For Matte Eyeshadow Palette Jewel Pop','e.l.f. Cosmetics',$10.00,0,4.30
'MAC Girls Power Hungry','MAC',$41.00,0,4.40
'Online Only Eye Enhancers 4 Kit Shadows','CoverGirl',$5.99,5,3.70
'PHYTO-PIGMENTS Cream Shadow Stick','Juice Beauty',$22.00,5,3.30
'Shadow Squad Eyeshadow Holographic','Almay',$6.99,5,3.50
'Online Only Deluxe Trio Eyeshadow','Catrice',$6.99,3,4.90
'Online Only Sunset Boulevard 24 Shade Eyeshadow Palette','J.Cat Beauty',$17.99,0,4.00
'Velvet Metalliques Color Design Sensational Effects Eyeshadow Collection','Lancôme',$22.00,12,5.00
